image_path,class_name
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_489maize_valid_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_2107maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/PlantVillage_Corn_Blight (444).JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_1980maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_1954maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/PlantVillage_Corn_Blight (324).JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_64maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_1652maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/PlantVillage_Corn_Blight (429).JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_741maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_1944maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_1388maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/PlantVillage_Corn_Blight (452).JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/PlantVillage_Corn_Blight (624).JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/PlantVillage_Corn_Blight (230).JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/PlantVillage_Corn_Blight (405).JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_1184maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_161maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/PlantVillage_Corn_Blight (810).JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_1561maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_1418maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/PlantVillage_Corn_Blight (733).JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_548maize_valid_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_1477maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_235maize_valid_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/PlantVillage_Corn_Blight (877).jpg,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_820maize_valid_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_1346maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_1778maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/PlantVillage_Corn_Blight (1132).jpg,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_335maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_1890maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_81maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_2225maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_1026maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/PlantVillage_Corn_Blight (585).JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_1121maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/PlantVillage_Corn_Blight (527).JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_1300maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_362maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_1035maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_965maize_valid_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_221maize_valid_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_1033maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_1000maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_197maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_466maize_valid_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_1650maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_714maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_382maize_valid_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_2250maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_2108maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_120maize_valid_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_2235maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_360maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_1630maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_1846maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_795maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_2119maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_2061maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_797maize_valid_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_761maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_43maize_valid_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_1060maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_1522maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_462maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_1920maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_529maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_565maize_valid_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_659maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/PlantVillage_Corn_Blight (167).JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/PlantVillage_Corn_Blight (355).JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/PlantVillage_Corn_Blight (643).JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_1020maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/PlantVillage_Corn_Blight (322).JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_1610maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_55maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_713maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_809maize_valid_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_800maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_1136maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/PlantVillage_Corn_Blight (1046).JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_272maize_valid_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_2024maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/PlantVillage_Corn_Blight (962).JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/PlantVillage_Corn_Blight (964).JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_918maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/PlantVillage_Corn_Blight (951).JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/PlantVillage_Corn_Blight (546).JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/PlantVillage_Corn_Blight (519).JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_1776maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/PlantVillage_Corn_Blight (475).JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_193maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_1098maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/PlantVillage_Corn_Blight (641).JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/PlantVillage_Corn_Blight (247).JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_908maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_755maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/PlantVillage_Corn_Blight (892).JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_662maize_valid_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/PlantVillage_Corn_Blight (1042).jpg,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_2091maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_518maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/PlantVillage_Corn_Blight (1001).JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_813maize_valid_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_737maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_326maize_valid_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_1200maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_2311maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/PlantVillage_Corn_Blight (120).JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/PlantVillage_Corn_Blight (894).JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/PlantVillage_Corn_Blight (1115).jpg,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_1583maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_926maize_valid_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_2198maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_57maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_2172maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_320maize_valid_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_1698maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_1529maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/PlantVillage_Corn_Blight (749).JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/PlantVillage_Corn_Blight (73).jpg,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_978maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_1676maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_396maize_valid_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_955maize_valid_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_670maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_2362maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_285maize_valid_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_789maize_valid_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/PlantVillage_Corn_Blight (8).jpg,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_923maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/PlantVillage_Corn_Blight (653).JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_1866maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_59maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_2322maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_2021maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_304maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_63maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_948maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_1345maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/PlantVillage_Corn_Blight (90).jpg,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_525maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_1595maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_1759maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_878maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/PlantVillage_Corn_Blight (226).JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_132maize_valid_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_896maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_1047maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_102maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_1178maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_1216maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_1008maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/PlantVillage_Corn_Blight (813).JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_148maize_valid_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/PlantVillage_Corn_Blight (791).JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_668maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_2357maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_907maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/PlantVillage_Corn_Blight (1129).jpg,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_1140maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_156maize_valid_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_426maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_2358maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_134maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/PlantVillage_Corn_Blight (85).jpg,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_16maize_valid_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_92maize_valid_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_623maize_valid_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_621maize_valid_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_404maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_1006maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_143maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_1786maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/PlantVillage_Corn_Blight (1074).JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/PlantVillage_Corn_Blight (55).jpg,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_450maize_valid_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/PlantVillage_Corn_Blight (169).JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_379maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/PlantVillage_Corn_Blight (306).JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_186maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_49maize_valid_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/PlantVillage_Corn_Blight (1035).JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/PlantVillage_Corn_Blight (803).JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/PlantVillage_Corn_Blight (561).jpg,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/PlantVillage_Corn_Blight (387).JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_525maize_valid_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_2307maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/PlantVillage_Corn_Blight (269).JPG,Northern_Corn_Leaf_Blight
