image_path,class_name,lesion_score
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1259maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.6578
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_965maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.7394
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1490maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.9918
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_2607maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.5992
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1159maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.6474
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_2777maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.3714
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_116maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.7258
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1227maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.428
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_2258maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.2535
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.3734
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1256maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.8165
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_288maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.8057
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_2723maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.8343
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_201maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.0516
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1464maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.79
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_535maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.9775
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_2624maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.9275
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_227maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.4328
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_2461maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.399
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_2584maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.3295
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_2393maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.1008
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_337maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.0197
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1202maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.0521
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1019maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.8267
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_249maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.3698
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_2706maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.9375
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1734maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.3403
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_2824maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.6606
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_141maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.6172
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1264maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.9287
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1078maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.8934
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_2790maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.6088
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_563maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.299
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_746maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.5598
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1542maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.5257
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1957maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.5624
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_2734maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.7607
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1482maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.9831
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_646maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.4669
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_2736maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.6264
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_2462maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.4454
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1902maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.5215
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_2892maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.682
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1375maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.8298
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_2162maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.5028
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_108maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.4962
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_279maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.4935
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_2375maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.1273
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1165maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.4471
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1512maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.8919
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1994maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.4775
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_253maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.575
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_652maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.3461
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1703maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.4369
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1538maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.3043
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1348maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.9259
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1886maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.536
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1224maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.6793
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_2037maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.4301
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_2309maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.2689
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1177maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.7885
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1781maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.0726
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1382maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.8657
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1908maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.9306
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_2550maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.3508
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1065maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.712
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_2541maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.6042
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1053maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.2677
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1652maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.3137
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_453maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.1422
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_2434maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.869
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_221maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.1851
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1744maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.3259
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1450maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.2191
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1137maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.254
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_691maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.3155
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1332maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.8413
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_482maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.8042
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_2151maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.5294
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1651maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.3497
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_2099maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.4167
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1144maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.8324
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_2666maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.9202
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_531maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.2726
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1120maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.617
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1388maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.9554
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_2330maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.4605
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1664maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.5761
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_2881maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.3969
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_42maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.5573
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1463maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.8425
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1466maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.7769
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1959maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.5269
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_2450maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.4453
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_304maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.3122
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_2419maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.1086
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_389maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.4876
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_216maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.4225
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_2558maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.2195
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1091maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.3701
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_3715maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.1182
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1494maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.2168
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_327maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.5673
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_671maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.8045
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_2817maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.1223
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_909maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.8256
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1258maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.0628
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1152maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.8523
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_2610maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.6039
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1663maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.1412
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_2527maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.2524
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_2555maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.3229
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_353maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.1707
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_2604maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.6186
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_2388maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.4051
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_2784maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.9429
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_673maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.231
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_2898maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.848
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_2201maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.6485
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1398maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.5603
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1208maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.5058
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_2093maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.3399
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1635maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.2249
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_792maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.3962
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_160maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.5513
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_952maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.8558
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_143maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.699
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1158maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.3766
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1143maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.2815
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_2245maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.4107
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1065maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.081
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1971maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.4183
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_901maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.5053
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1191maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.5285
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_2859maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.7211
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1949maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.2463
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_568maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.0639
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_2708maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.63
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_2516maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.4828
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_2813maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.3751
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_2325maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.165
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_127maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.0567
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_391maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.3398
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1180maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.2669
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_2445maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.2313
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1101maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.4779
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_528maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.0731
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_3709maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.4462
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1962maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.5314
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1239maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.7547
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1698maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.5528
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1101maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.3168
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_2396maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.4087
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_2684maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.3767
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1347maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.7946
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1565maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.1429
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_2090maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.4128
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_101maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.5695
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_2339maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.3501
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1858maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.4858
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1077maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.789
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1163maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.0002
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_2412maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.5312
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_2886maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.2593
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_424maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.7529
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_731maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.2239
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_2131maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.5929
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_2032maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.4757
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1405maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.0669
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_2602maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.5404
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1610maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.4722
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1016maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.0205
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_2718maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.7358
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_479maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.4175
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_2380maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.3085
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_211maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.3116
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1185maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.2609
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_29maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.4355
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_2793maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.7285
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1461maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.7635
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_188maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.1377
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_857maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.8785
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_2841maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.2932
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1477maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.5667
